"CrossingID","StateName","Latitude","Longitude"
"721005A","NC","35.7132318","-79.4596827"
"721006G","NC","35.7097182","-79.4557713"
"721007N","NC","35.7017365","-79.4500209"
"721008V","NC","35.693687","-79.446423"
"721009C","NC","35.687357","-79.4428684"
"721010W","NC","35.6827732","-79.4402414"
"721011D","NC","35.6675249","-79.4260876"
"721012K","NC","35.6559821","-79.4183712"
"721013S","NC","35.6458529","-79.4156152"
"721014Y","NC","35.6419026","-79.4125765"
"721015F","NC","35.6371383","-79.4081341"
"721016M","NC","35.6306272","-79.4021324"
"721017U","NC","35.6283053","-79.3999943"
"721018B","NC","35.6220398","-79.393759"
"721019H","NC","35.620062","-79.3908183"
"721020C","NC","35.6174812","-79.3869276"
"721021J","NC","35.6164202","-79.3854003"
"721022R","NC","35.6074626","-79.3737167"
"721023X","NC","35.6064735","-79.3669141"
"721024E","NC","35.6060128","-79.3637402"
"721025L","NC","35.6045692","-79.3538018"
"721026T","NC","35.604059","-79.350648"
"721027A","NC","35.600692","-79.3376779"
"721028G","NC","35.5968886","-79.3332033"
"721029N","NC","35.5927751","-79.3285261"
"721030H","NC","35.5916473","-79.3276754"
"721031P","NC","35.5903868","-79.3267893"
"721032W","NC","35.5892737","-79.3259942"
"721033D","NC","35.5837330","-79.3180590"
"721034K","NC","35.5816154","-79.316616"
"721035S","NC","35.5665568","-79.3021687"
"721036Y","NC","35.5661321","-79.3004476"
"721037F","NC","35.5655761","-79.2982012"
"721038M","NC","35.5626478","-79.2865102"
"721039U","NC","35.5620865","-79.2854166"
"721041V","NC","35.5602444","-79.281776"
"721042C","NC","35.5592967","-79.2770324"
"721044R","NC","35.5604270","-79.2816870"
"721045X","NC","35.5604270","-79.2816870"
"721046E","NC","35.5571195","-79.2379579"
"721047L","NC","35.55548470","-79.23579990"
"721048T","NC","35.5554350","-79.2357700"
"721049A","NC","35.538157","-79.217907"
"721050U","NC","35.512527","-79.209271"
"721051B","NC","35.5129590","-79.2104350"
"721052H","NC","35.504223","-79.205593"
"721053P","NC","35.5041620","-79.2058320"
"721054W","NC","35.4959691","-079.1947577"
"721055D","NC","35.4907396","-079.1861889"
"721056K","NC","35.487199","-79.182928"
"721057S","NC","35.485275","-79.181312"
"721058Y","NC","35.483916","-79.180163"
"721059F","NC","35.481391","-79.178042"
"721060A","NC","35.480130","-79.176981"
"721062N","NC","35.909331","-79.707486"
"721128L","NC","36.0675937","-79.7972207"
"721129T","NC","36.0677842","-79.7974374"
"721130M","NC","36.068007","-79.7976909"
"721131U","NC","36.0692908","-79.7987318"
"721132B","NC","36.0729372","-79.799283"
"721133H","NC","36.0739356","-79.7995323"
"721134P","NC","36.07556","-79.799863"
"721135W","NC","36.0792082","-79.8002599"
"721136D","NC","36.0820992","-79.8030006"
"721137K","NC","36.0881810","-079.8111810"
"721138S","NC","36.088536","-79.8115073"
"721139Y","NC","36.092201","-79.814301"
"721141A","NC","36.093899","-79.815498"
"721142G","NC","36.097286","-79.817725"
"721143N","NC","36.099602","-79.819199"
"721144V","NC","36.100704","-79.820221"
"721215P","NC","36.2954150","-80.1417120"
"721216W","NC","36.2954150","-80.1417120"
"721217D","NC","36.2954150","-80.1417120"
"721218K","NC","36.2954150","-80.1417120"
"721219S","NC","36.2954150","-80.1417120"
"721220L","NC","36.2954150","-80.1417120"
"721221T","NC","36.2873680","-80.1840280"
"721223G","NC","36.2954150","-80.1417120"
"721224N","NC","36.2954150","-80.1417120"
"721225V","NC","36.2954150","-80.1417120"
"721226C","NC","36.2954150","-80.1417120"
"721227J","NC","36.2663190","-80.2224350"
"721228R","NC","36.2954150","-80.1417120"
"721229X","NC","36.2954150","-80.1417120"
"721230S","NC","36.2954150","-80.1417120"
"721231Y","NC","36.2954150","-80.1417120"
"721232F","NC","36.2954150","-80.1417120"
"721233M","NC","36.2954150","-80.1417120"
"721234U","NC","36.2577020","-80.2377010"
"721235B","NC","36.2543980","-80.2454990"
"721236H","NC","36.2430000","-80.2677990"
"721237P","NC","36.2513010","-80.2509990"
"721238W","NC","36.2497690","-80.2541480"
"721239D","NC","36.2460240","-80.2617300"
"721240X","NC","36.2452720","-80.2632510"
"721241E","NC","36.2445210","-80.2647710"
"721242L","NC","36.2431400","-80.2677980"
"721243T","NC","36.2431870","-80.2713750"
"721244A","NC","36.2425120","-80.2782900"
"721245G","NC","36.2431920","-80.2797230"
"721246N","NC","36.2439800","-80.2812120"
"721247V","NC","36.2426220","-80.2918220"
"721248C","NC","36.2421570","-80.2947660"
"721249J","NC","36.242041","-80.294794"
"721487C","NC","36.078393","-80.300564"
"721488J","NC","36.0750290","-080.3028540"
"721489R","NC","36.073441","-80.303199"
"721490K","NC","36.072428","-80.303401"
"721492Y","NC","36.0660020","-80.3078000"
"721494M","NC","36.0615713","-80.3113722"
"721495U","NC","36.05897","-80.313589"
"721496B","NC","36.058596","-80.314033"
"721497H","NC","36.0564193","-80.3165471"
"721498P","NC","36.053907","-80.319828"
"721499W","NC","36.052659","-80.322373"
"721500N","NC","36.05113410","-80.32425780"
"721501V","NC","36.0482244","-80.326907"
"721503J","NC","36.0369257","-80.3328791"
"721504R","NC","35.6330760","-80.8254090"
"721506E","NC","36.0273092","-80.3435722"
"721507L","NC","36.023104","-80.348339"
"721508T","NC","36.012231","-80.358411"
"721509A","NC","36.0035184","-80.3720168"
"721510U","NC","36.0012048","-80.3765784"
"721511B","NC","36.0002643","-80.3784341"
"721512H","NC","35.9993053","-80.3807457"
"721513P","NC","36.0057380","-80.3715830"
"721514W","NC","35.9974589","-80.3866087"
"721515D","NC","35.9794751","-80.3988605"
"721516K","NC","35.9697763","-80.403094"
"721517S","NC","35.9663591","-80.4031794"
"721518Y","NC","35.9606502","-80.4002265"
"721519F","NC","35.9551689","-80.4034542"
"721520A","NC","35.9529765","-80.4042505"
"721521G","NC","35.9465425","-80.4086574"
"721522N","NC","35.9449135","-80.4127377"
"721523V","NC","35.9454362","-80.4209579"
"721524C","NC","35.947214","-80.4288808"
"721525J","NC","35.947915","-80.438401"
"721526R","NC","35.9430576","-80.445836"
"721527X","NC","35.9408705","-80.4488325"
"721528E","NC","35.9399546","-80.4524444"
"721529L","NC","35.9401370","-80.4550570"
"721530F","NC","35.9385612","-80.4588103"
"721531M","NC","35.9376987","-80.4614157"
"721532U","NC","35.9375541","-80.4618519"
"721533B","NC","35.9348913","-80.4674586"
"721534H","NC","35.932496","-80.47104"
"721535P","NC","35.9294992","-80.473845"
"721536W","NC","35.9265436","-80.4773214"
"721537D","NC","35.924428","-80.4842875"
"721538K","NC","35.901294","-80.5124214"
"721540L","NC","35.9009364","-80.5365197"
"721542A","NC","35.8993970","-80.5525070"
"721543G","NC","35.8990002","-80.5524548"
"721544N","NC","35.8913060","-80.5477290"
"721545V","NC","35.8931229","-80.5559231"
"721546C","NC","35.8908047","-80.5569451"
"721547J","NC","35.8881203","-80.5581189"
"721548R","NC","35.8798805","-80.5599767"
"721549X","NC","35.8760567","-80.5603185"
"721550S","NC","35.8641683","-80.567342"
"721551Y","NC","35.857997","-80.5706373"
"721552F","NC","35.8499723","-80.5767958"
"721553M","NC","35.8407105","-80.5768117"
"721554U","NC","35.8337354","-80.5778243"
"721556H","NC","35.8253448","-80.5833015"
"721557P","NC","35.8172891","-80.5856071"
"721558W","NC","35.8108390","-80.5567580"
"721559D","NC","35.8086291","-80.5919142"
"721560X","NC","35.8010887","-80.5906981"
"721561E","NC","35.7899556","-80.5910417"
"721562L","NC","35.7845651","-80.5936182"
"721563T","NC","35.7765899","-80.5964695"
"721564A","NC","35.7734986","-80.598799"
"721565G","NC","35.7715000","-80.5973960"
"721566N","NC","35.7717763","-80.6019629"
"721567V","NC","35.7686314","-80.6055202"
"721568C","NC","35.7656534","-80.6080525"
"721569J","NC","35.7641855","-80.6093009"
"721570D","NC","35.7610487","-80.6119676"
"721571K","NC","35.7578371","-80.6148271"
"721572S","NC","35.7535375","-80.6207419"
"721573Y","NC","35.7482865","-80.6237684"
"721574F","NC","35.7444393","-80.6256122"
"721575M","NC","35.740009","-80.6281657"
"721576U","NC","35.7262510","-80.6417320"
"721577B","NC","35.7288210","-80.6385430"
"721578H","NC","35.72672","-80.641667"
"721579P","NC","35.718142","-80.644239"
"721580J","NC","35.718225","-80.644232"
"721581R","NC","35.7262510","-80.6417320"
"721582X","NC","35.7079593","-80.6530968"
"721583E","NC","35.7054613","-80.6561091"
"721584L","NC","35.7029133","-80.6608738"
"721585T","NC","35.6960853","-80.6691357"
"721586A","NC","35.6906612","-80.67781"
"721587G","NC","35.6844942","-80.683401"
"721588N","NC","35.680502","-80.6885929"
"721589V","NC","35.6773962","-80.6915707"
"721590P","NC","35.67701","-80.6922631"
"721591W","NC","35.6762601","-80.6937864"
"721592D","NC","35.6756548","-80.6950139"
"721593K","NC","35.6697678","-80.7087179"
"721594S","NC","35.6722811","-80.7050706"
"721595Y","NC","35.6681609","-80.7107857"
"721596F","NC","35.6629560","-80.7292360"
"721597M","NC","35.6660423","-80.7189973"
"721598U","NC","35.6617283","-80.7234077"
"721599B","NC","35.6582719","-80.7278502"
"721600T","NC","35.657971","-80.7305718"
"721601A","NC","35.6585781","-80.7347235"
"721602G","NC","35.6587517","-80.7384548"
"721603N","NC","35.6574713","-80.7414039"
"721604V","NC","35.6561854","-80.7439273"
"721605C","NC","35.6550937","-80.7474676"
"721606J","NC","35.65476","-80.7508666"
"721607R","NC","35.6532406","-80.7556251"
"721608X","NC","35.6521495","-80.757471"
"721609E","NC","35.6485616","-80.7616679"
"721610Y","NC","35.6432068","-80.7684729"
"721612M","NC","35.642058","-80.7819543"
"721613U","NC","35.6404617","-80.7850064"
"721614B","NC","35.6629560","-80.7292360"
"721615H","NC","35.6281399","-80.7958609"
"721616P","NC","35.6245854","-80.7986645"
"721617W","NC","35.6217519","-80.8008963"
"721618D","NC","35.6184941","-80.8034682"
"721619K","NC","35.6068441","-80.8052396"
"721620E","NC","35.5978168","-80.8066848"
"721621L","NC","35.59462","-80.8072115"
"721622T","NC","35.773189","-80.8830673"
"721623A","NC","35.7738951","-80.8829232"
"721624G","NC","35.7682658","-80.8840166"
"721625N","NC","35.7624652","-80.8844736"
"721626V","NC","35.7755510","-80.8734050"
"721627C","NC","35.7731480","-80.8599780"
"721628J","NC","35.7713010","-80.8568190"
"721629R","NC","35.7283890","-80.8951840"
"721662R","NC","35.6222380","-80.8008730"
"721665L","NC","35.613179","-80.8183709"
"721667A","NC","35.6116409","-80.8177089"
"721668G","NC","35.6070783","-80.8155372"
"721669N","NC","35.6050385","-80.8145683"
"721670H","NC","35.6017414","-80.8123222"
"721671P","NC","35.600718","-80.8113333"
"721672W","NC","35.597861","-80.808333"
"721673D","NC","35.5976163","-80.8085304"
"721674K","NC","35.591866","-80.8076648"
"721675S","NC","35.590486","-80.8078952"
"721676Y","NC","35.5884693","-80.8082337"
"721677F","NC","35.5851478","-80.8102334"
"721678M","NC","35.5839456","-80.8116476"
"721679U","NC","35.5827357","-80.8130714"
"721680N","NC","35.581965","-80.8140372"
"721681V","NC","35.5798381","-80.8164772"
"721682C","NC","35.5783569","-80.8182314"
"721683J","NC","35.5761777","-80.820799"
"721684R","NC","35.5786340","-80.8182420"
"721685X","NC","35.5743837","-80.8229172"
"721686E","NC","35.5736420","-80.8242680"
"721687L","NC","35.5724184","-80.8252392"
"721691B","NC","35.564418","-80.830772"
"721692H","NC","35.560549","-80.8336917"
"721693P","NC","35.5585206","-80.8367175"
"721694W","NC","35.5582310","-80.8378870"
"721695D","NC","35.5553754","-80.8424819"
"721696K","NC","35.5516388","-80.8460872"
"721697S","NC","35.5475698","-80.8479479"
"721698Y","NC","35.543465","-80.848541"
"721699F","NC","35.541437","-80.84854"
"721700X","NC","35.5390973","-80.8480957"
"721701E","NC","35.532539","-80.846558"
"721702L","NC","35.5294759","-80.8449866"
"721703T","NC","35.5244594","-80.8430831"
"721704A","NC","35.5211935","-80.8418487"
"721705G","NC","35.5189859","-80.8410214"
"721706N","NC","35.5123278","-80.838657"
"721707V","NC","35.5084346","-80.8415419"
"721708C","NC","35.5037079","-80.8480541"
"721709J","NC","35.5023017","-80.8487415"
"721710D","NC","35.5005372","-80.8495999"
"721711K","NC","35.4967498","-80.8529796"
"721712S","NC","35.4927817","-80.8559275"
"721714F","NC","35.4821400","-80.8580780"
"721715M","NC","35.4790147","-80.8562306"
"721716U","NC","35.4761080","-80.8541170"
"721717B","NC","35.4821400","-80.8580780"
"721718H","NC","35.4716575","-80.8514495"
"721719P","NC","35.4682566","-80.8493542"
"721720J","NC","35.4683916","-80.8493275"
"721721R","NC","35.4660811","-80.847825"
"721722X","NC","35.4657104","-80.8475838"
"721723E","NC","35.4651467","-80.8472178"
"721725T","NC","35.4591113","-80.8433259"
"721726A","NC","35.4581553","-80.8428767"
"721727G","NC","35.4536565","-80.8427074"
"721728N","NC","35.4498254","-80.8432456"
"721729V","NC","35.4444069","-80.8440035"
"721730P","NC","35.442166","-80.8440101"
"721732D","NC","35.4348001","-80.8421873"
"721733K","NC","35.430532","-80.842301"
"721734S","NC","35.4290593","-80.8423288"
"721735Y","NC","35.4281085","-80.8423512"
"721736F","NC","35.427145","-80.842372"
"721737M","NC","35.425731","-80.842106"
"721738U","NC","35.4207767","-80.8406767"
"721739B","NC","35.4183157","-80.8402099"
"721740V","NC","35.417471","-80.840265"
"721741C","NC","35.4109485","-80.8408094"
"721742J","NC","35.4068528","-80.8398689"
"721743R","NC","35.4046837","-80.839354"
"721744X","NC","35.3985596","-80.8377033"
"721745E","NC","35.39051","-80.834492"
"721747T","NC","35.3878788","-80.8344848"
"721748A","NC","35.3852863","-80.8342128"
"721749G","NC","35.38435","-80.834041"
"721750B","NC","35.3830500","-80.8338890"
"721752P","NC","35.3798710","-80.8335390"
"721753W","NC","35.3777020","-80.8333230"
"721754D","NC","35.3761120","-80.8331650"
"721755K","NC","35.3688160","-80.8233700"
"721756S","NC","35.3645102","-80.8188739"
"721757Y","NC","35.3617308","-80.8190403"
"721758F","NC","35.358579","-80.8199682"
"721759M","NC","35.353543","-80.82189"
"721760G","NC","36.243108","-80.296743"
"721761N","NC","36.2442380","-80.2978920"
"721762V","NC","36.2460474","-080.3054584"
"721764J","NC","36.2404160","-80.2933840"
"721766X","NC","36.243673","-80.326965"
"721768L","NC","36.242254","-80.335313"
"721769T","NC","36.243142","-80.341207"
"721770M","NC","36.245735","-80.346729"
"721771U","NC","36.2445990","-080.3494330"
"721772B","NC","36.2396995","-080.3631166"
"721774P","NC","36.240537","-80.372053"
"721775W","NC","36.2442750","-80.3789070"
"721776D","NC","36.246464","-80.388453"
"721778S","NC","36.2450196","-080.3931202"
"721779Y","NC","36.2416073","-080.3963449"
"721780T","NC","36.2383201","-080.4035864"
"721781A","NC","36.2367160","-080.4068820"
"721782G","NC","36.235012","-80.411322"
"721783N","NC","36.234555","-80.413419"
"721784V","NC","36.2334156","-080.4167018"
"721785C","NC","36.2254560","-080.4255570"
"721786J","NC","36.2276390","-80.4328330"
"721787R","NC","36.223216","-80.430025"
"721788X","NC","36.2262986","-080.4319691"
"721789E","NC","36.2281893","-080.4340923"
"721790Y","NC","36.2294278","-080.4356859"
"721791F","NC","36.2347147","-080.4404329"
"721794B","NC","36.2276390","-80.4328330"
"721795H","NC","36.2433756","-080.4510450"
"721796P","NC","36.2464910","-080.4572090"
"721798D","NC","36.2603130","-080.4626000"
"721799K","NC","36.2628140","-080.4746470"
"721800C","NC","36.2596010","-080.5156920"
"721802R","NC","36.2599050","-080.5241100"
"721803X","NC","36.2667790","-080.5356210"
"721804E","NC","36.2709868","-080.5343716"
"721805L","NC","36.2276390","-80.4328330"
"721806T","NC","36.2849450","-080.5399210"
"721807A","NC","36.2860890","-080.5507410"
"721808G","NC","36.2854300","-080.5590030"
"721809N","NC","36.284918","-80.562305"
"721810H","NC","36.2834695","-080.5677652"
"721811P","NC","36.2829188","-080.5697585"
"721812W","NC","36.2805600","-080.5772110"
"721813D","NC","36.2790340","-080.5811750"
"721814K","NC","36.2728000","-080.5917440"
"721815S","NC","36.2781821","-080.6066878"
"721816Y","NC","36.2804553","-080.6110728"
"721817F","NC","36.2814820","-80.6135770"
"721818M","NC","36.2814277","-080.6137256"
"721819U","NC","36.2822697","-080.6157440"
"721820N","NC","36.2830749","-080.6169349"
"721821V","NC","36.2810510","-080.6317160"
"721822C","NC","36.2738530","-080.6308790"
"721823J","NC","36.2719378","-080.6460080"
"721824R","NC","36.267764","-80.648295"
"721825X","NC","36.2670160","-080.6486531"
"721826E","NC","36.2597496","-080.6498896"
"721827L","NC","36.2587175","-80.6746148"
"721828T","NC","36.2587871","-080.6746431"
"721829A","NC","36.2690115","-080.6903302"
"721830U","NC","36.2676082","-080.6939437"
"721831B","NC","36.2671649","-080.6998021"
"721832H","NC","36.2671309","-080.7050209"
"721833P","NC","36.2676654","-080.7099405"
"721834W","NC","36.2710532","-080.7197343"
"721835D","NC","36.2709380","-80.7196230"
"721836K","NC","36.2706450","-080.7224270"
"721837S","NC","36.2795940","-80.7337170"
"721838Y","NC","36.2802381","-080.7398607"
"721839F","NC","36.2789473","-080.7414311"
"721840A","NC","36.2690059","-080.7472476"
"721841G","NC","36.2654337","-080.7528445"
"721842N","NC","36.2722098","-080.7624748"
"721843V","NC","36.274261","-80.763521"
"721844C","NC","36.275401","-80.766121"
"721845J","NC","36.2649220","-80.7811250"
"721846R","NC","36.2634930","-80.7813130"
"721847X","NC","36.2606280","-80.7815810"
"721848E","NC","36.2575510","-080.7819645"
"721849L","NC","36.2533486","-080.7856174"
"721850F","NC","36.2501185","-080.7959751"
"721851M","NC","36.2540340","-80.8026640"
"721852U","NC","36.2542435","-080.8030835"
"721854H","NC","36.2552826","-080.8125530"
"721855P","NC","36.2551357","-080.8132321"
"721856W","NC","36.2522787","-080.8193538"
"721857D","NC","36.2514720","-080.8210590"
"721858K","NC","36.2501656","-080.8306836"
"721859S","NC","36.2494150","-080.8340360"
"721860L","NC","36.2485970","-080.8363847"
"721861T","NC","36.2457390","-80.8422010"
"721862A","NC","36.2458876","-080.8420184"
"721863G","NC","36.1649750","-081.1356640"
"721864N","NC","36.2434360","-80.8505690"
"721865V","NC","36.244671","-80.847092"
"721866C","NC","36.243436","-80.850421"
"721867J","NC","36.242472","-80.852997"
"721868R","NC","36.2412194","-080.8587234"
"721869X","NC","36.2399816","-080.8655307"
"721870S","NC","36.2360975","-080.8787789"
"721871Y","NC","36.2364877","-080.8837455"
"721872F","NC","36.2366189","-080.8850030"
"721873M","NC","36.2362909","-080.8924026"
"721874U","NC","36.2291838","-080.8944865"
"721875B","NC","36.2443020","-80.8484040"
"721876H","NC","36.2263934","-080.8985815"
"721877P","NC","36.2255306","-080.9029559"
"721878W","NC","36.2243847","-080.9092193"
"721881E","NC","36.2195025","-080.9265128"
"721882L","NC","36.2191541","-080.9280538"
"721884A","NC","36.2180330","-80.9396740"
"721885G","NC","36.219056","-80.938442"
"721886N","NC","36.217921","-80.940158"
"721887V","NC","36.216669","-80.943704"
"721890D","NC","36.2175199","-080.9512990"
"721892S","NC","36.2185440","-080.9639100"
"721893Y","NC","36.2184670","-80.9411860"
"721894F","NC","36.2161290","-080.9725528"
"721895M","NC","36.2130320","-080.9770890"
"721897B","NC","36.2068531","-080.9871709"
"721898H","NC","36.2026332","-080.9911358"
"721899P","NC","36.2057621","-081.0029425"
"721900G","NC","36.205226","-81.006737"
"721901N","NC","36.2032115","-081.0149390"
"721902V","NC","36.2023988","-081.0229408"
"721903C","NC","36.2020775","-081.0238843"
"721904J","NC","36.1971470","-081.0342860"
"721905R","NC","36.1954976","-081.0505775"
"721906X","NC","36.1928133","-081.0546845"
"721907E","NC","36.189747","-81.065386"
"721908L","NC","36.1865570","-081.0721910"
"721909T","NC","36.1837380","-081.0783800"
"721912B","NC","36.1823750","-081.093268"
"721913H","NC","36.1807847","-081.095402"
"721914P","NC","36.1792756","-81.0966912"
"721915W","NC","36.1767359","-081.101780"
"721916D","NC","36.175097","-081.107109"
"721917K","NC","36.1708800","-081.1285940"
"721918S","NC","36.1689570","-081.1331750"
"721919Y","NC","36.1732983","-081.112702"
"721920T","NC","36.1580240","-81.1472850"
"721921A","NC","36.1622090","-81.1387860"
"721922G","NC","36.1630200","-081.1377160"
"721923N","NC","36.1596070","-81.1431200"
"721924V","NC","36.1601750","-81.1417540"
"721925C","NC","36.1584090","-81.1460190"
"721926J","NC","36.1616550","-081.1386310"
"721927R","NC","36.1616550","-081.1386310"
"721928X","NC","36.1584650","-81.1475840"
"721929E","NC","36.1648690","-081.1357180"
"721930Y","NC","36.1607480","-81.1360400"
"721931F","NC","36.1624300","-81.1369780"
"721932M","NC","36.2428430","-80.8521430"
"721933U","NC","36.238785","-80.323437"
"721934B","NC","36.2473002","-080.3020356"
"721935H","NC","36.248648","-80.303875"
"721936P","NC","36.256058","-80.309664"
"721937W","NC","36.2571520","-80.3174760"
"721939K","NC","36.257962","-80.321805"
"721940E","NC","36.260804","-80.324549"
"721941L","NC","36.266802","-80.328444"
"721942T","NC","36.2695749","-080.3313471"
"721943A","NC","36.2717283","-080.3338334"
"721944G","NC","36.2758243","-080.3390469"
"721945N","NC","36.278798","-80.346901"
"721947C","NC","36.2796430","-080.3556142"
"721948J","NC","36.280003","-80.356901"
"721949R","NC","36.281084","-80.358885"
"721951S","NC","36.284742","-80.365392"
"721952Y","NC","36.2892330","-080.3734400"
"721953F","NC","36.2404160","-80.2933840"
"721954M","NC","36.294461","-80.385114"
"721955U","NC","36.3064731","-080.3960790"
"721957H","NC","36.308707","-80.401395"
"721959W","NC","36.2404160","-80.2933840"
"721960R","NC","36.329172","-80.433695"
"721961X","NC","36.330061","-80.434383"
"721962E","NC","36.3325852","-080.4363444"
"721963L","NC","36.335435","-80.438555"
"721964T","NC","36.351571","-80.441878"
"721965A","NC","36.3573090","-080.4440240"
"721966G","NC","36.3592880","-080.4447680"
"721967N","NC","36.3624271","-080.4462054"
"721968V","NC","36.3686048","-080.4498885"
"721969C","NC","36.376656","-80.451839"
"721970W","NC","36.381356","-80.455086"
"721971D","NC","36.381737","-80.460519"
"721972K","NC","36.382048","-80.465074"
"721973S","NC","36.382191","-80.468174"
"721974Y","NC","36.3818431","-080.4716113"
"721975F","NC","36.3808185","-080.4759859"
"721976M","NC","36.3812121","-080.4819131"
"721977U","NC","36.3851920","-080.4893930"
"721978B","NC","36.3842073","-80.4991411"
"721979H","NC","36.3870520","-80.5061676"
"721980C","NC","36.390731","-80.513328"
"721981J","NC","36.398973","-80.522144"
"721982R","NC","36.398961","-80.526318"
"721985L","NC","36.398549","-80.543816"
"721986T","NC","36.3969160","-80.5527790"
"721987A","NC","36.3967650","-080.5512090"
"721988G","NC","36.3974079","-080.5546400"
"721989N","NC","36.403286","-80.559994"
"721990H","NC","36.450338","-80.605167"
"721991P","NC","36.4536580","-080.6036530"
"721992W","NC","36.461257","-80.604339"
"721993D","NC","36.471188","-80.607441"
"721994K","NC","36.474834","-80.607139"
"721995S","NC","36.4829558","-080.6113025"
"721996Y","NC","36.484557","-80.612219"
"721997F","NC","36.484977","-80.612462"
"721998M","NC","36.4869800","-080.6138570"
"722001B","NC","36.488875","-80.616308"
"722002H","NC","36.4949586","-080.6172150"
"722003P","NC","36.498208","-80.616039"
"722004W","NC","36.501694","-80.616271"
"722005D","NC","36.505945","-80.616285"
"722006K","NC","36.507322","-80.612217"
"722007S","NC","36.5078620","-080.6095300"
"722008Y","NC","36.508338","-80.608335"
"722009F","NC","36.508290","-80.600963"
"722010A","NC","36.240793","-80.295347"
"722011G","NC","36.239478","-80.295301"
"722012N","NC","36.2386298","-080.2956209"
"722013V","NC","36.2344140","-080.2952710"
"722014C","NC","36.2319670","-80.2950880"
"722015J","NC","36.225084","-80.293672"
"722016R","NC","36.223041","-80.291771"
"722018E","NC","36.2033226","-80.2896374"
"722019L","NC","36.197916","-80.292319"
"722021M","NC","36.1939478","-80.2923547"
"722022U","NC","36.1917054","-80.2924242"
"722023B","NC","36.1734287","-80.2886691"
"722024H","NC","36.1696137","-80.2898512"
"722025P","NC","36.1735990","-80.2886960"
"722026W","NC","36.1563685","-80.297032"
"722027D","NC","36.1537469","-80.2927863"
"722028K","NC","36.15337","-80.27899"
"722029S","NC","36.153522","-80.272314"
"722030L","NC","36.1485501","-80.2649902"
"722031T","NC","36.1448387","-80.2565001"
"722033G","NC","36.1339570","-80.2444310"
"722034N","NC","36.134716","-80.2451103"
"722035V","NC","36.1318088","-80.2420492"
"722036C","NC","36.1303033","-80.2402376"
"722037J","NC","36.1249048","-80.2344635"
"722038R","NC","36.1233978","-80.2345572"
"722039X","NC","36.1221141","-80.2351798"
"722040S","NC","36.1180873","-80.2385296"
"722041Y","NC","36.1175983","-80.2392871"
"722042F","NC","36.1159961","-80.241897"
"722043M","NC","36.1125454","-80.2445663"
"722044U","NC","36.1107001","-80.2441602"
"722045B","NC","36.1044517","-80.244713"
"722046H","NC","36.1051666","-80.2449149"
"722047P","NC","36.1028122","-80.2438283"
"722048W","NC","36.1016978","-80.2430902"
"722049D","NC","36.1002518","-80.2423429"
"722050X","NC","36.0991898","-80.2420973"
"722051E","NC","36.0987538","-80.2418639"
"722052L","NC","36.0981089","-80.241242"
"722053T","NC","36.2428020","-80.2967990"
"722054A","NC","36.1318020","-80.2422030"
"722055G","NC","36.0933754","-80.237501"
"722056N","NC","36.0928301","-80.2314102"
"722057V","NC","36.0931202","-80.2277174"
"722058C","NC","36.1061955","-80.1807374"
"722059J","NC","36.1121656","-80.1681193"
"722060D","NC","36.1141885","-80.1640771"
"722061K","NC","36.1162485","-80.1605253"
"722063Y","NC","36.1194462","-80.1553893"
"722064F","NC","36.1219512","-80.1504681"
"722065M","NC","36.126373","-80.1417538"
"722069P","NC","36.134295","-80.1182237"
"722070J","NC","36.135863","-80.112648"
"722071R","NC","36.1366705","-80.1093028"
"722073E","NC","36.1361131","-80.1002806"
"722074L","NC","36.1356737","-80.0984692"
"722075T","NC","36.1350427","-80.0957211"
"722076A","NC","36.1318994","-80.0862324"
"722077G","NC","36.1296528","-80.081361"
"722078N","NC","36.123423","-80.0719672"
"722079V","NC","36.126306","-80.0744085"
"722080P","NC","36.1267750","-080.0750540"
"722081W","NC","36.1224911","-80.0712907"
"722082D","NC","36.1165718","-80.065973"
"722083K","NC","36.1106000","-80.2444000"
"722084S","NC","36.1156990","-80.0606730"
"722085Y","NC","36.1157421","-80.0600724"
"722086F","NC","36.1153906","-80.0568201"
"722087M","NC","36.115072","-80.055673"
"722088U","NC","36.1141519","-80.0540819"
"722089B","NC","36.1119601","-80.0516502"
"722090V","NC","36.1104260","-80.0327970"
"722091C","NC","36.1017990","-79.8211980"
"722092J","NC","36.1125930","-80.0236350"
"722093R","NC","36.1131475","-80.021979"
"722094X","NC","36.1132125","-80.0174935"
"722095E","NC","36.1113736","-80.0137591"
"722096L","NC","36.1087040","-80.0104980"
"722097T","NC","36.1071947","-80.0078056"
"722098A","NC","36.105879","-80.00602"
"722100Y","NC","36.1029743","-80.0016521"
"722101F","NC","36.1017318","-79.9959892"
"722102M","NC","36.1024012","-79.9882018"
"722103U","NC","36.0943557","-79.9770935"
"722105H","NC","36.0938772","-79.9676681"
"722106P","NC","36.0935504","-79.9644611"
"722107W","NC","36.0919619","-79.9538762"
"722108D","NC","36.0899544","-79.9476052"
"722109K","NC","36.0872028","-79.9427349"
"722110E","NC","36.0836059","-79.9363712"
"722112T","NC","36.0822810","-79.9342870"
"722113A","NC","36.0818702","-79.9333027"
"722116V","NC","36.07826","-79.9248017"
"722119R","NC","36.0772669","-79.9220939"
"722120K","NC","36.0759637","-79.9185293"
"722121S","NC","36.0752330","-79.9164810"
"722122Y","NC","36.0755613","-79.9155717"
